84
 6325.5	0.0 	0.0017407 
 6325.5	10.0 	0.0017407 
 6325.5	25.0 	0.0016928 
 6325.5	45.0 	0.0012453 
 6325.5	75.0 	0.0002292 
 6325.5	100.0 	0.0000496 
 6325.5	125.0 	0.0000190 
 6346.5	0.0 	0.0025266 
 6346.5	10.0 	0.0025266 
 6346.5	25.0 	0.0019652 
 6346.5	45.0 	0.0009456 
 6346.5	75.0 	0.0001342 
 6346.5	100.0 	0.0000305 
 6346.5	125.0 	0.0000364 
 6369.5	0.0 	0.0027092 
 6369.5	10.0 	0.0027092 
 6369.5	25.0 	0.0019256 
 6369.5	45.0 	0.0003852 
 6369.5	75.0 	0.0001299 
 6369.5	100.0 	0.0000776 
 6369.5	125.0 	0.0000652 
 6391.5	0.0 	0.0018071 
 6391.5	10.0 	0.0018071 
 6391.5	25.0 	0.0021436 
 6391.5	45.0 	0.0003047 
 6391.5	75.0 	0.0000924 
 6391.5	100.0 	0.0000631 
 6391.5	125.0 	0.0000772 
 6446.5	0.0 	0.0029847 
 6446.5	10.0 	0.0029847 
 6446.5	25.0 	0.0024759 
 6446.5	45.0 	0.0026688 
 6446.5	75.0 	0.0006150 
 6446.5	100.0 	0.0000796 
 6446.5	125.0 	0.0000892 
 6464.5	0.0 	0.0022296 
 6464.5	10.0 	0.0022296 
 6464.5	25.0 	0.0028832 
 6464.5	45.0 	0.0019174 
 6464.5	75.0 	0.0012611 
 6464.5	100.0 	0.0000957 
 6464.5	125.0 	0.0000749 
 6493.5	0.0 	0.0063695 
 6493.5	10.0 	0.0063695 
 6493.5	25.0 	0.0033018 
 6493.5	45.0 	0.0018173 
 6493.5	75.0 	0.0003886 
 6493.5	100.0 	0.0001193 
 6493.5	125.0 	0.0001452 
 6520.5	0.0 	0.0019332 
 6520.5	10.0 	0.0019332 
 6520.5	25.0 	0.0014979 
 6520.5	45.0 	0.0003575 
 6520.5	75.0 	0.0003203 
 6520.5	100.0 	0.0003211 
 6520.5	125.0 	0.0001296 
 6558.5	0.0 	0.0030482 
 6558.5	10.0 	0.0030482 
 6558.5	25.0 	0.0011838 
 6558.5	45.0 	0.0013777 
 6558.5	75.0 	0.0009580 
 6558.5	100.0 	0.0001470 
 6558.5	125.0 	0.0001093 
 6592.5	0.0 	0.0075982 
 6592.5	10.0 	0.0075982 
 6592.5	25.0 	0.0057629 
 6592.5	45.0 	0.0008886 
 6592.5	75.0 	0.0001324 
 6592.5	100.0 	0.0000857 
 6592.5	125.0 	0.0000851 
 6612.5	0.0 	0.0016298 
 6612.5	5.0 	0.0016298 
 6612.5	25.0 	0.0011623 
 6612.5	45.0 	0.0006317 
 6612.5	75.0 	0.0001126 
 6612.5	100.0 	0.0002941 
 6612.5	125.0 	0.0001128 
 6643.5	0.0 	0.0007712 
 6643.5	5.0 	0.0007712 
 6643.5	25.0 	0.0005551 
 6643.5	45.0 	0.0005600 
 6643.5	75.0 	0.0002641 
 6643.5	100.0 	0.0002112 
 6643.5	125.0 	0.0001650 
